id,bukkenName,years,minutes,sqrm,distance,renovate,express,price,rooms,station,floar,windowFacing,address,prg-bukkenNameAnchor href,prg-lazy src,photo-https,displayContainer href,displayPic -https,raSpecRow,relatedKeywordsData,relatedKeywordsData 2,relatedKeywordsData 3,relatedKeywordsData 4,textFeatureComment,relatedKeywordsData 5,緯度,経度
138,イトーピア神宮外苑,22,10,42.1,4.946347595,1,0,6850,1LDK,千駄ヶ谷,5,北東,東京都渋谷区千駄ヶ谷2丁目,https://www.homes.co.jp/mansion/b-60000330212182/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fzuqj4djjdp480pl.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-60000330212182/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fchns4djjdp480pn.jpg,13,最上階,角部屋,,,ＪＲ総武線千駄ケ谷駅利用 6850万円の物件です,,35.676098,139.710693
139,ライトコート四谷,13,8,93.6,4.152266259,1,0,7980,4LDK,信濃町,4,南東,東京都新宿区若葉3丁目,https://www.homes.co.jp/mansion/b-1231900020971/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F0v1b2roddaa87v1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1231900020971/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fphb32roddaa87v3.jpg,19,駐車場あり,オートロック,,,信濃町駅徒歩8分 3駅4路線利用可 閑静な住宅地 90平米超 4LDK カウンターキッチン 収納豊富,,35.682625,139.724304
140,パレステージ神田,7,3,63.24,1.223423006,1,1,7200,3LDK,神田,3,南西,東京都千代田区内神田3丁目3-14,https://www.homes.co.jp/mansion/b-39036020001224/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frvff3sweykyi9ep.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-39036020001224/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fa19m3sweykyi9eq.jpg,6,オートロック,エレベーター,スーパー800m以内,,3駅10路線の複数路線が利用可能な立地に佇む、築2013年/63.24平米の賃借人付きの収益物件,,35.68985,139.769531
141,シティタワー国分寺ザ・ツインイースト,2,1,67.97,25.95603852,1,1,7980,3LDK,国分寺,35,西,東京都国寺市本町2丁目,https://www.homes.co.jp/mansion/b-1261160000914/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fei5x2rpepgxvxmz.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1261160000914/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fn5pb2rpepgxvxmx.jpg,30,ペット相談可,駐車場あり,オートロック,エレベーター,・国分寺駅から徒歩1分の好立地 ・最上階角部屋につき眺望・通風良好 ・24時間有人管理で安心,大規模マンション,35.710812,139.46228
142,ダイアパレス小金井,26,9,66.95,21.95318781,1,0,3699,2SLDK,東小金井,1,東,東京都小金井市緑町5丁目,https://www.homes.co.jp/mansion/b-1120410012742/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbv6u2rkf3i6zw4a.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410012742/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsey32rkf3i6zw4b.jpg,20,オートロック,エレベーター,角部屋,,室内写真有 リフォーム物件 南東角住戸につき、開放感があります 安心オートロック付マンション,,35.703426,139.514099
143,セザール第二国立,26,11,53.53,29.00351351,1,0,2,2LDK,国立,1,南東,東京都国寺市光町2丁目,https://www.homes.co.jp/mansion/b-1009480089193/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fuq9d2rghjgdrev9.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1194040147262/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5xoy2rn120z3k8q.jpg,11,,,,,南東向きバルコニー・専用庭・対面キッチン・納戸・JR中央線「国立」駅徒歩圏内,,35.710812,139.46228
144,ベルテ西参道,31,9,54.89,6.051806582,1,1,2,1LDK,新宿,3,南西,東京都渋谷区代々木4丁目,https://www.homes.co.jp/mansion/b-1216390011395/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Ffkp02rntkrkaxpr.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1261190000165/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqsrk2rpequjyqnp.jpg,21,リノベーション・リフォーム,ペット相談可,駐車場あり,オートロック,価格変更あり・「初台」「参宮橋」駅徒歩7分・4駅複数路線利用可能・Ｒ１・１０内装リノベーション済,エレベーター,35.680756,139.690964
145,ダイアパレス小金井,26,9,66.95,21.95318781,1,0,3699,2SLDK,東小金井,1,東,東京都小金井市緑町5丁目,https://www.homes.co.jp/mansion/b-1216390010524/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmep72rntkrk92ib.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1216390010524/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fc6812rntkrk92i9.jpg,30,オートロック,エレベーター,スーパー800m以内,角部屋,O本日・見学可能/ショッピングモールが近くにありご家族とのお買い物も便利/新規リフォーム済O,,35.703426,139.514099
146,ライオンズマンション立川,30,18,63.75,31.92562844,1,1,3,3DK,立川,6,南西,東京都立川市錦町6丁目,https://www.homes.co.jp/mansion/b-1184720010310/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyin62rmp5v67ihm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1184720010310/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fhk782rmp5v67iho.jpg,19,エレベーター,最上階,オートロック,最上階,内装リフォーム済です。水回りも一新で気持ちよく新生活をスタート出来ます。お気軽にお問合せ下さい。,角部屋,35.686668,139.417542
147,ゼクシア吉祥寺,14,9,43.35,17.02754961,1,0,3450,1DK,吉祥寺,2,北西,東京都武蔵野市吉祥寺東町2丁目,https://www.homes.co.jp/mansion/b-1120410012986/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnthz2rkf3i70ey2.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410012986/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fa68k2rkf3i70ey1.jpg,17,ペット相談可,オートロック,エレベーター,,現在賃貸中のオーナーチェンジ物件 平成19年1月築、ペット飼育可 JR中央線「吉祥寺」駅徒歩9分,,35.71104,139.584686
148,ルイシャトレ武蔵小金井,19,10,88.67,23.60463644,1,0,4900,4LDK,武蔵小金井,4,南西,東京都小金井市中町3丁目,https://www.homes.co.jp/mansion/b-1120410013029/,https://www.homes.co.jp/search/assets/img/default/common/utility/loading_24x24.gif,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F0qdy2rkf3i70i9i.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410013029/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F51hz2rkf3i70i9h.jpg,16,ペット相談可,駐車場あり,オートロック,エレベーター,現在賃貸中のオーナーチェンジ物件 2001年6月築、ペットと暮らせるマンション 三方角住戸,角部屋,35.698597,139.513443
149,ハイホーム立川錦町,24,18,72.23,31.92562844,1,1,3230,3LDK,立川,6,南,東京都立川市錦町6丁目,https://www.homes.co.jp/mansion/b-35005080001085/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsowg3oxj3r6h712.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fsowg3oxj3r6h712.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005080001085/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fqc943oxj3r6h711.jpg,21,駐車場あり,,,,,,35.686668,139.417542
150,ＪＲ中央線 立川駅 徒歩19分,30,19,63.75,31.92562844,1,1,2490,2LDK,立川,5,南,東京都立川市錦町6丁目,https://www.homes.co.jp/mansion/b-1339690002882/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F715p2rs6x37g1qh.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F715p2rs6x37g1qh.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1339690002882/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvu842rs6x37g1qm.jpg,20,エレベーター,角部屋,,,角部屋につき開放感と日当たりが良好周辺に買物施設が充実しており生活利便良好,,35.686668,139.417542
151,ライオンズシティ武蔵小金井,23,4,67.35,23.60463644,1,0,4270,2SLDK,武蔵小金井,7,西,東京都小金井市中町4丁目,https://www.homes.co.jp/mansion/b-35005050001329/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3lma3oxj2dkdb1i.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3lma3oxj2dkdb1i.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005050001329/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fi7f53oxj2dkdb1h.jpg,9,,,,,,,35.696007,139.507919
152,ヴェルビュ中野,20,7,54.7,9.492733962,1,1,5980,2LDK,中野,2,南,東京都中野区中野5丁目,https://www.homes.co.jp/mansion/b-1090830002893/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcuux2rjdcm9l0rb.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcuux2rjdcm9l0rb.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1090830002893/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fv1a62rjdcm9l0r9.jpg,15,リノベーション・リフォーム,駐車場あり,オートロック,エレベーター,当社売主。本日ご内覧出来ます。南向き2LDK、LDに床暖房。オートロック完備、宅配ボックス有。,スーパー800m以内,35.707859,139.66893
153,グリーンキャピタル立川,25,5,67.66,31.92562844,1,1,3090,2LDK,立川,1,南東,東京都立川市曙町1丁目,https://www.homes.co.jp/mansion/b-1389470000538/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnvqf2rtyfy7z7l6.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fnvqf2rtyfy7z7l6.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1389470000538/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwhkr2rtyfy7z7l7.jpg,16,,,,,駅近ながらも閑静。JR立川駅にも昭和記念公園にも徒歩5分（約400m）。,,35.69944,139.409027
154,スカーラ四谷,21,9,70.05,3.246960267,1,1,5780,2SLDK,四ツ谷,6,東,東京都新宿区若葉2丁目,https://www.homes.co.jp/mansion/b-35005360000767/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5lf83oxjgm8xori.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5lf83oxjgm8xori.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-35005360000767/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fozge3oxjgm8xorh.jpg,21,,,,,,,35.684959,139.724777
155,モナーク立川高松町,26,12,55,31.92562844,1,1,3180,2LDK,立川,3,南西,東京都立川市高松町1丁目,https://www.homes.co.jp/mansion/b-1009480085681/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbu0x2rghjgdjvvp.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbu0x2rghjgdjvvp.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1009480085681/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fp5zv2rghjgdjvvs.jpg,21,駐車場あり,エレベーター,,,3階南西角部屋、上階なし夏にはルーフバルコニーで花火を観賞できます,,35.708477,139.417084
156,キャニオングランデ三鷹,25,12,58.61,18.72812462,1,1,4890,2LDK,三鷹,2,東,東京都三鷹市下連雀4丁目,https://www.homes.co.jp/mansion/b-1120410013060/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9hlm2rkf3i70knm.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F9hlm2rkf3i70knm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1120410013060/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fr29w2rkf3i70knl.jpg,20,駐車場あり,オートロック,エレベーター,,2009年8月大規模修繕工事実施済み JR中央線「三鷹」駅徒歩12分、「吉祥寺」駅徒歩23分の立地,,35.694897,139.562241
157,APAガーデンPIA代々木,20,5,30.46,5.80032883,1,0,3680,ワンルーム,代々木,5,南西,東京都渋谷区代々木1丁目5-15,https://www.homes.co.jp/mansion/b-1308960019366/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fm5lh2rr3pdfkic9.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fm5lh2rr3pdfkic9.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1308960019366/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fokuo2rr3pdfkicc.jpg,17,ペット相談可,駐車場あり,オートロック,エレベーター,諸費用サービス・ご見学・ご成約キャンペーン実施中 フリーダイヤルにてお問合せ下さい。,角部屋,35.681061,139.699402
158,アパガーデンピア代々木,20,5,30.46,5.80032883,1,0,3680,ワンルーム,代々木,5,南西,東京都渋谷区代々木1丁目,https://www.homes.co.jp/mansion/b-1231900021253/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmf1f2roddaa8tmt.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fmf1f2roddaa8tmt.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1231900021253/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fbaqw2roddaa8tmf.jpg,19,,,,,代々木駅徒歩5分 角部屋 ルーフテラス付き リノベーション,,35.681885,139.700043
159,藤和シティホームズ代々木二丁目,20,10,56.9,6.051806582,1,1,7680,2LDK,新宿,10,南東,東京都渋谷区代々木2丁目,https://www.homes.co.jp/mansion/b-1402400002816/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5dcv2ruexy2xgjm.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5dcv2ruexy2xgjm.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1402400002816/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F1jg32ruexy2xgjl.jpg,20,リノベーション・リフォーム,ペット相談可,オートロック,,～本日の見学可能～新規内装リノベーションで生まれ変わった室内,,35.685535,139.698746
160,ブライトコート国立,30,15,75.94,29.00351351,1,0,2999,3LDK,国立,2,南西,東京都国寺市光町1丁目,https://www.homes.co.jp/mansion/b-1009480086696/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fva7d2rghjgdm275.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fva7d2rghjgdm275.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1009480086696/,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F5orx2rghjgdm279.jpg,12,角部屋,,,,戸建て感覚のメゾネットタイプ,,35.710812,139.46228
161,パーク・ハイム国立学園通り,24,18,77.41,29.00351351,1,0,4190,3LDK,国立,3,南,東京都国立市中3丁目2-5,https://www.homes.co.jp/mansion/b-1261420000010/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frder2rpf1exk8a1.jpg&width=208&height=138,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Frder2rpf1exk8a1.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1261420000010/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fz3nm2rpf1exk8a3.jpg,30,リノベーション・リフォーム,ペット相談可,駐車場あり,オートロック,文教都市「国立」の中でも人気の国立市中アドレス  鹿島建設株式会社施工、旧三井不動産分譲,最上階,35.690102,139.442123
162,ライオンズマンション国分寺第5,29,14,81.3,25.95603852,1,1,2850,3LDK,国分寺,3,南西,東京都国寺市東恋ヶ窪3丁目,https://www.homes.co.jp/mansion/b-1184720010157/,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F70ns2rmp5v676om.jpg&width=208&height=138,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F70ns2rmp5v676om.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1184720010157/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fwxdk2rmp5v676oo.jpg,20,,,,,中央特快停車駅「国分寺」駅徒歩圏内のマンションです。お気軽にお問合せ下さい。,,35.710812,139.46228
163,ライオンズマンション国分寺第5,29,14,81.3,25.95603852,1,1,2980,3LDK,国分寺,4,南西,東京都国寺市東恋ヶ窪3丁目,https://www.homes.co.jp/mansion/b-1393120000151/,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyex12ru33mnj472.jpg&width=208&height=138,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fyex12ru33mnj472.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1393120000151/,https://image1.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fcjjj2ru33mnj471.jpg,20,オートロック,エレベーター,,,3沿線利用可2駅利用可,,35.710812,139.46228
164,ライオンズマンション杉並高円寺,29,7,31.06,10.8508634,1,0,2980,1DK,高円寺,2,南,東京都杉並区高円寺南4丁目,https://www.homes.co.jp/mansion/b-1402400001936/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjk682ruexy2vkn6.jpg&width=208&height=138,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fjk682ruexy2vkn6.jpg&amp;width=208&amp;height=138,https://www.homes.co.jp/mansion/b-1402400001936/,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2Fvrkl2ruexy2vkn5.jpg,16,オートロック,角部屋,,,～本日の見学可能～リノベ平成築新耐震基準,,35.704121,139.652008
