,uid,years,minutes,sqrm,distance,renovate,express,price,predict
62,13101-497,42,3,15,1.998921954,0,1,11000000,6626750.36147742
63,13101-498,42,3,15,1.998921954,0,1,13000000,6626750.36147742
64,13101-499,44,4,15,1.998921954,0,1,13000000,4499869.6427958235
65,13101-501,44,5,15,1.998921954,0,1,7800000,3484131.3590561636
66,13101-502,44,4,20,1.998921954,0,1,18000000,8229008.941084687
67,13101-503,42,3,25,1.998921954,0,1,22000000,14085028.958055146
68,13101-506,44,4,20,1.998921954,0,1,16000000,8229008.941084687
69,13101-519,14,3,25,1.223423006,0,1,26000000,29641023.047242347
70,13101-520,14,3,25,1.223423006,0,1,26000000,29641023.047242347
71,13101-521,15,4,20,1.223423006,0,1,24000000,24340574.247742854
72,13101-522,12,4,30,1.223423006,0,1,35000000,33465566.496733498
73,13101-523,15,4,20,1.223423006,0,1,20000000,24340574.247742854
74,13101-524,12,4,20,1.223423006,1,1,31000000,29312572.56530608
75,13101-525,15,4,20,1.223423006,0,1,22000000,24340574.247742854
76,13101-527,14,2,25,1.223423006,0,1,30000000,30656761.330982007
77,13101-528,15,3,45,1.223423006,1,1,47000000,47307293.688077144
78,13101-530,12,4,20,1.223423006,0,1,25000000,26007287.900155768
79,13101-531,12,4,20,1.223423006,0,1,30000000,26007287.900155768
80,13101-533,12,4,20,1.223423006,0,1,27000000,26007287.900155768
81,13101-535,12,4,50,1.223423006,0,1,57000000,48382123.689888954
82,13101-536,14,3,25,1.223423006,0,1,23000000,29641023.047242347
83,13101-537,12,2,20,1.223423006,0,1,28000000,28038764.467635088
84,13101-538,15,3,20,1.223423006,0,1,25000000,25356312.531482514
85,13101-539,12,4,20,1.223423006,0,1,25000000,26007287.900155768
86,13101-542,12,4,30,1.223423006,0,1,31000000,33465566.496733498
87,13101-543,14,3,25,1.223423006,0,1,25000000,29641023.047242347
88,13101-562,7,3,40,1.223423006,0,1,43000000,44717439.46440574
89,13101-563,7,3,40,1.223423006,0,1,35000000,44717439.46440574
90,13101-567,8,4,40,1.223423006,0,1,45000000,43146129.96319511
91,13101-568,8,4,30,1.223423006,1,1,27000000,38993136.031767696
92,13101-603,14,4,20,1.223423006,0,1,21000000,24896145.465213828
93,13101-604,14,4,20,1.223423006,0,1,21000000,24896145.465213828
94,13101-605,14,4,20,1.223423006,0,1,22000000,24896145.465213828
95,13101-615,21,2,25,2.552352467,0,0,27000000,26767762.808685206
96,13101-616,14,5,20,2.552352467,0,0,24000000,23880407.181474168
97,13101-617,8,5,40,2.552352467,0,0,37000000,42130391.67945545
98,13101-620,6,3,35,2.552352467,0,0,45000000,41543871.38358785
99,13101-621,8,5,30,2.552352467,0,0,33000000,34672113.082877725
100,13101-622,21,2,25,2.552352467,0,0,33000000,26767762.808685206
101,13101-623,14,5,20,2.552352467,0,0,24000000,23880407.181474168
102,13101-625,8,5,40,2.552352467,0,0,39000000,42130391.67945545
103,13101-627,6,3,35,2.552352467,0,0,43000000,41543871.38358785
104,13101-636,14,4,40,2.9601475510000004,0,0,36000000,39812702.65836928
105,13101-638,4,2,65,2.9601475510000004,0,0,120000000,66045587.892002635
106,13101-639,40,11,20,2.9601475510000004,0,0,15000000,3341125.8247909583
107,13101-643,14,4,60,2.9601475510000004,1,0,64000000,58034544.516675055
108,13101-644,40,11,20,2.9601475510000004,0,0,14000000,3341125.8247909583
109,13101-647,21,4,20,2.9601475510000004,0,0,20000000,21007146.942917027
110,13101-666,19,6,20,2.9601475510000004,1,0,23000000,23392097.47552996
111,13101-671,19,8,50,2.9601475510000004,1,0,71000000,43735456.69778383
112,13101-673,19,6,20,2.9601475510000004,0,0,15000000,20086812.810379654
113,13101-674,11,4,60,2.9601475510000004,0,0,77000000,56395973.503937654
114,13101-675,11,4,60,2.9601475510000004,0,0,80000000,56395973.503937654
115,13101-676,21,8,60,2.9601475510000004,0,0,67000000,46777308.19426931
116,13101-677,16,6,30,2.9601475510000004,0,0,29000000,29211805.059370294
117,13101-678,19,8,50,2.9601475510000004,0,0,55000000,40430172.03263351
118,13101-679,11,4,60,2.9601475510000004,1,0,82000000,59701258.16908797
119,13101-681,21,8,75,2.9601475510000004,0,0,97000000,57964726.08913589
120,13101-683,21,8,60,2.9601475510000004,0,0,67000000,46777308.19426931
121,13101-685,34,2,35,2.9601475510000004,1,0,36000000,30308900.243290618
122,13101-686,6,2,70,2.9601475510000004,0,0,110000000,68663584.75534955
123,13101-689,19,8,50,2.9601475510000004,0,0,65000000,40430172.03263351
124,13101-690,6,2,70,2.9601475510000004,1,0,94000000,71968869.42049986
125,13101-730,2,2,50,3.246960267,0,1,97000000,55969312.43207798
126,13101-732,5,4,80,2.9601475510000004,0,0,130000000,74645958.00191894
127,13101-734,48,3,65,2.9601475510000004,0,0,60000000,40584716.03954023
128,13101-735,40,1,65,2.9601475510000004,1,0,66000000,50366047.011937626
129,13101-736,48,3,30,2.9601475510000004,0,0,30000000,14480740.951518185
130,13101-737,48,3,105,2.9601475510000004,1,0,96000000,73723115.09100145
131,13101-738,5,4,75,2.9601475510000004,0,0,130000000,70916818.70363006
132,13101-739,19,3,25,2.9601475510000004,1,0,29000000,30168451.6250378
133,13101-740,37,3,25,2.9601475510000004,0,0,18000000,16862885.045410004
134,13101-741,16,3,85,2.9601475510000004,0,0,140000000,73279552.19176677
135,13101-742,5,4,45,2.9601475510000004,1,0,69000000,51847267.5790472
136,13101-743,37,3,80,2.9601475510000004,0,0,86000000,57883417.326587506
137,13101-744,48,3,65,2.9601475510000004,0,0,58000000,40584716.03954023
138,13101-746,16,3,50,2.9601475510000004,1,0,100000000,50480861.76889504
139,13101-747,16,3,90,2.9601475510000004,0,0,120000000,77008691.49005565
140,13101-748,34,3,55,2.9601475510000004,0,0,48000000,40904434.4875561
141,13101-749,50,5,55,2.9601475510000004,0,0,48000000,29983818.440541245
142,13101-750,49,6,30,2.9601475510000004,1,0,24000000,14183239.547978554
143,13101-751,34,3,25,2.9601475510000004,0,0,20000000,18529598.697822917
144,13101-752,50,5,45,2.9601475510000004,1,0,44000000,25830824.509113826
145,13101-753,18,6,130,2.9601475510000004,0,0,97000000,102683448.59020564
146,13101-754,50,5,55,2.9601475510000004,0,0,45000000,29983818.440541245
147,13101-755,50,5,55,2.9601475510000004,1,0,50000000,33289103.10569156
148,13101-756,16,4,20,2.9601475510000004,0,0,20000000,23785003.03027188
149,13101-757,34,3,20,2.9601475510000004,1,0,20000000,18105744.064684365
150,13101-758,34,3,20,2.9601475510000004,1,0,23000000,18105744.064684365
151,13101-760,49,6,30,2.9601475510000004,1,0,20000000,14183239.547978554
152,13101-808,15,5,20,1.998921954,0,1,24000000,23324835.964003198
153,13101-809,15,5,20,1.998921954,0,1,26000000,23324835.964003198
154,13101-810,8,3,35,1.998921954,0,1,32000000,40432728.948645905
155,13101-811,15,5,20,1.998921954,0,1,22000000,23324835.964003198
156,13101-813,9,6,60,1.998921954,0,1,74000000,55475639.37140028
157,13101-1019,6,3,55,2.983801459,0,0,82000000,56460428.576743305
158,13101-1021,34,6,25,2.983801459,0,0,14000000,15482383.846603945
159,13101-1022,23,5,55,2.983801459,1,0,70000000,48289525.97740779
160,13101-1023,5,5,70,2.983801459,0,0,130000000,66171941.12160155
161,13101-1024,23,5,55,2.983801459,1,0,70000000,48289525.97740779
162,13101-1025,5,3,45,2.983801459,1,0,95000000,52863005.86278686
163,13101-1029,5,5,70,2.983801459,0,0,130000000,66171941.12160155
164,13101-1030,11,3,45,2.983801459,0,0,58000000,46224293.89281072
165,13101-1031,23,5,55,2.983801459,0,0,61000000,44984241.312257476
166,13101-1032,23,5,45,2.983801459,0,0,53000000,37525962.71567975
167,13101-1034,5,3,70,2.983801459,0,0,150000000,68203417.68908086
168,13101-1037,23,5,40,2.983801459,0,0,53000000,33796823.41739088
169,13101-1038,23,5,55,2.983801459,0,0,69000000,44984241.312257476
170,13101-1041,5,5,75,2.983801459,0,0,150000000,69901080.4198904
171,13101-1042,5,5,70,2.983801459,0,0,110000000,66171941.12160155
172,13101-1048,6,2,65,2.9601475510000004,0,0,110000000,64934445.45706069
173,13101-1049,6,2,85,2.9601475510000004,1,0,130000000,83156287.31536646
174,13101-1050,6,2,85,2.9601475510000004,0,0,140000000,79851002.65021615
175,13101-1052,5,5,60,2.9601475510000004,0,0,110000000,58713662.525023825
176,13101-1053,6,2,70,2.9601475510000004,0,0,110000000,68663584.75534955
177,13101-1055,6,2,65,2.9601475510000004,1,0,110000000,68239730.122211
178,13101-1057,6,2,85,2.9601475510000004,0,0,150000000,79851002.65021615
179,13101-1058,16,4,90,2.9601475510000004,0,0,130000000,75992953.206316
180,13101-1059,5,5,60,2.9601475510000004,0,0,110000000,58713662.525023825
181,13101-1061,5,2,60,2.9601475510000004,0,0,110000000,61760877.3762428
182,13101-1070,11,4,110,3.246960267,0,1,150000000,93687366.4868263
183,13101-1073,11,4,55,3.246960267,0,1,87000000,52666834.20564879
184,13101-1074,41,4,45,3.246960267,0,1,40000000,28541419.084941924
185,13101-1075,35,5,85,3.246960267,0,1,110000000,60692222.49233901
186,13101-1076,2,5,55,3.246960267,0,1,130000000,56651236.87914787
187,13101-1083,18,4,75,3.246960267,0,1,110000000,63694392.87650744
188,13102-1127,15,2,35,0.0,0,1,42000000,37559468.71008877
189,13102-1129,15,2,35,0.0,0,1,49000000,37559468.71008877
190,13104-70,7,8,55,2.9601475510000004,0,0,61000000,50826165.94057404
191,13104-71,34,11,15,2.9601475510000004,0,0,12000000,2945413.8313279226
192,13104-72,17,7,115,2.9601475510000004,0,0,140000000,91035863.62907034
193,13104-73,16,3,20,2.9601475510000004,0,0,23000000,24800741.31401154
194,13104-74,16,3,20,2.9601475510000004,0,0,22000000,24800741.31401154
195,13104-75,32,8,100,2.9601475510000004,1,0,94000000,73804423.85354984
196,13104-90,14,2,50,2.9601475510000004,0,0,60000000,49302457.82242633
197,13104-93,7,2,60,2.9601475510000004,0,0,75000000,60649734.94130086
198,13104-98,19,5,70,2.9601475510000004,0,0,62000000,58393944.07700796
199,13104-99,7,2,40,2.9601475510000004,0,0,45000000,45733177.7481454
200,13104-101,19,10,65,2.9601475510000004,0,0,59000000,49586113.360020794
201,13104-102,19,6,55,2.9601475510000004,0,0,55000000,46190787.8984017
202,13104-103,19,10,65,2.9601475510000004,0,0,60000000,49586113.360020794
203,13104-104,8,5,55,2.9601475510000004,0,0,69000000,53317809.574322045
204,13104-105,7,2,60,2.9601475510000004,0,0,72000000,60649734.94130086
205,13104-138,2,3,60,2.9601475510000004,0,0,80000000,62411852.74491606
206,13104-139,19,7,20,2.9601475510000004,0,0,26000000,19071074.526639994
207,13104-140,6,7,25,2.9601475510000004,0,0,29000000,30022639.652051486
208,13104-141,6,7,25,2.9601475510000004,0,0,29000000,30022639.652051486
209,13104-142,16,5,40,2.9601475510000004,0,0,50000000,37685821.939687684
210,13104-143,15,5,40,2.9601475510000004,0,0,37000000,38241393.15715865
211,13104-144,6,7,25,2.9601475510000004,0,0,28000000,30022639.652051486
212,13104-145,4,6,30,2.9601475510000004,0,0,35000000,35878659.66902195
213,13104-146,19,7,20,2.9601475510000004,0,0,16000000,19071074.526639994
214,13104-147,19,7,20,2.9601475510000004,0,0,25000000,19071074.526639994
215,13104-148,6,7,25,2.9601475510000004,0,0,27000000,30022639.652051486
216,13104-149,14,6,50,3.246960267,0,1,41000000,45239504.687467694
217,13104-150,14,6,55,3.246960267,0,1,64000000,48968643.98575656
218,13104-246,16,4,35,6.580371345,0,0,35000000,34972420.92513847
219,13104-249,10,6,45,6.580371345,0,0,48000000,43732650.25906272
220,13104-255,29,9,15,6.580371345,0,0,13000000,7754746.486162096
221,13104-256,16,4,35,6.580371345,0,0,33000000,34972420.92513847
222,13104-259,16,4,45,6.580371345,0,0,43000000,42430699.52171621
223,13104-264,16,4,45,6.580371345,0,0,36000000,42430699.52171621
224,13104-267,20,7,30,6.580371345,0,0,31000000,25973781.90574675
225,13104-268,10,6,45,6.580371345,0,0,35000000,43732650.25906272
226,13104-269,20,7,50,6.580371345,0,0,38000000,40890339.0989022
227,13104-275,15,10,20,6.580371345,1,0,16000000,21551429.210455216
228,13104-361,18,1,35,2.983801459,0,0,33000000,36908493.34141551
229,13104-362,35,3,25,2.983801459,0,0,18000000,17974027.480351947
230,13104-378,38,9,10,6.051806582,0,1,11000000,-974533.7693655118
231,13104-383,38,9,15,6.051806582,0,1,9500000,2754605.528923355
232,13104-554,18,8,75,6.580371345,0,0,61000000,59631439.74154881
233,13104-555,18,3,20,6.580371345,0,0,21000000,23689598.879069597
234,13104-556,41,4,25,6.580371345,0,0,11000000,13624861.891786464
235,13104-557,11,4,45,6.580371345,0,0,45000000,45208555.60907106
236,13104-558,7,3,70,6.580371345,0,0,70000000,67092275.254138924
237,13104-559,21,4,65,6.580371345,0,0,63000000,54569400.6275168
238,13104-560,12,3,20,6.580371345,0,0,23000000,27023026.183895428
239,13104-562,47,6,25,6.580371345,1,0,18000000,11565242.684631627
240,13104-563,7,3,25,6.580371345,0,0,30000000,33530021.569539145
241,13104-565,15,7,40,6.580371345,0,0,27000000,36209916.58967933
242,13104-567,41,8,50,6.580371345,1,0,3300000,31512889.91342246
243,13104-568,30,9,20,6.580371345,0,0,13000000,10928314.566979993
244,13104-569,33,10,30,6.580371345,1,0,25000000,19009425.89255546
245,13104-570,11,4,35,6.580371345,0,0,35000000,37750277.012493335
246,13104-571,7,6,25,6.580371345,0,0,33000000,30482806.718320172
247,13104-572,11,5,20,6.580371345,0,0,25000000,25547120.83388708
248,13104-573,11,7,20,6.580371345,1,0,21000000,26820928.931558076
249,13104-574,11,6,15,6.580371345,0,0,25000000,20802243.251858562
250,13104-575,46,8,30,6.580371345,1,0,25000000,13818476.632912148
251,13104-576,9,7,25,6.580371345,0,0,27000000,28355925.99963857
252,13104-579,15,10,20,6.580371345,0,0,21000000,18246144.545304906
253,13104-580,12,7,20,6.580371345,0,0,25000000,22960073.04893679
254,13104-581,6,9,25,6.580371345,0,0,28000000,27991163.084572166
255,13104-582,33,10,20,6.580371345,0,0,12000000,8245862.630827419
256,13104-589,15,3,55,6.580371345,0,0,47000000,51460287.61950456
257,13104-590,46,8,50,6.580371345,1,0,33000000,28735033.826067604
258,13104-591,41,4,55,6.580371345,1,0,18000000,39304982.346669964
259,13104-592,21,5,65,6.580371345,0,0,50000000,53553662.34377714
260,13104-593,22,4,15,6.580371345,0,0,20000000,16722436.427157192
261,13104-594,16,9,70,6.580371345,1,0,62000000,59302989.25961254
262,13104-595,21,7,15,6.580371345,0,0,18000000,14230792.793409187
263,13104-596,13,4,20,6.580371345,0,0,26000000,25451716.682684794
264,13104-597,13,4,25,6.580371345,0,0,29000000,29180855.98097366
265,13104-598,21,4,65,6.580371345,0,0,49000000,54569400.6275168
266,13104-599,18,8,105,6.580371345,0,0,87000000,82006275.531282
267,13104-603,12,5,20,6.580371345,0,0,26000000,24991549.61641611
268,13104-604,18,3,20,6.580371345,0,0,19000000,23689598.879069597
269,13104-605,7,6,25,6.580371345,0,0,29000000,30482806.718320172
270,13104-606,18,9,15,6.580371345,0,0,17000000,13866029.878342785
271,13104-607,12,6,20,6.580371345,0,0,27000000,23975811.33267645
272,13104-609,18,8,65,6.580371345,1,0,61000000,55478445.81012139
273,13104-610,47,6,30,6.580371345,0,0,8000000,11989097.317770183
274,13104-611,11,4,115,6.580371345,0,0,100000000,97416505.78511515
275,13104-612,18,3,20,6.580371345,0,0,23000000,23689598.879069597
276,13104-613,6,9,30,6.580371345,0,0,32000000,31720302.382861033
277,13104-618,34,8,20,6.580371345,0,0,17000000,9721767.980835762
278,13104-619,41,8,45,6.580371345,1,0,30000000,27783750.615133595
279,13104-620,18,8,75,6.580371345,1,0,67000000,62936724.40669912
280,13104-621,42,9,30,6.580371345,0,0,13000000,11719738.55390606
281,13104-622,6,8,40,6.580371345,0,0,41000000,40194319.26317842
282,13104-623,6,8,25,6.580371345,0,0,31000000,29006901.368311826
283,13104-624,12,4,20,6.580371345,0,0,20000000,26007287.900155768
284,13104-625,13,4,20,6.580371345,0,0,25000000,25451716.682684794
285,13104-626,12,3,20,6.580371345,0,0,27000000,27023026.183895428
286,13104-628,46,8,50,6.580371345,0,0,28000000,25429749.16091729
287,13104-629,47,6,30,6.580371345,0,0,19000000,11989097.317770183
288,13104-630,13,5,20,6.580371345,0,0,25000000,24435978.398945138
289,13104-631,18,8,70,6.580371345,1,0,62000000,59207585.108410254
290,13104-632,12,4,20,6.580371345,0,0,26000000,26007287.900155768
291,13104-633,11,8,20,6.580371345,0,0,19000000,22499905.982668106
292,13104-636,19,5,55,6.580371345,0,0,44000000,47206526.18214136
293,13104-637,13,5,20,6.580371345,0,0,25000000,24435978.398945138
294,13104-639,15,10,40,6.580371345,0,0,25000000,33162701.738460362
295,13104-640,47,6,25,6.580371345,0,0,12000000,8259958.019481316
296,13104-641,41,8,45,6.580371345,1,0,29000000,27783750.615133595
297,13104-643,6,8,30,6.580371345,0,0,33000000,32736040.666600693
298,13104-644,12,4,20,6.580371345,0,0,23000000,26007287.900155768
299,13104-645,12,5,20,6.580371345,0,0,19000000,24991549.61641611
300,13104-650,41,9,35,6.580371345,1,0,18000000,19309733.73481621
301,13104-651,41,4,25,6.580371345,0,0,15000000,13624861.891786464
302,13104-652,18,8,95,6.580371345,0,0,95000000,74547996.93470426
303,13104-653,11,7,20,6.580371345,1,0,21000000,26820928.931558076
304,13104-654,47,7,25,6.580371345,0,0,8000000,7244219.735741656
305,13104-655,41,8,45,6.580371345,0,0,30000000,24478465.949983288
306,13104-656,42,9,40,6.580371345,1,0,23000000,22483301.815634098
307,13104-657,6,8,25,6.580371345,0,0,29000000,29006901.368311826
308,13104-658,18,3,20,6.580371345,0,0,20000000,23689598.879069597
309,13104-659,7,3,50,6.580371345,0,0,43000000,52175718.060983464
310,13104-660,18,8,70,6.580371345,0,0,50000000,55902300.44325995
311,13104-661,7,3,55,6.580371345,0,0,55000000,55904857.35927233
312,13104-664,41,9,45,6.580371345,0,0,21000000,23462727.666243628
313,13104-665,22,4,15,6.580371345,1,0,15000000,20027721.0923075
314,13104-666,22,4,15,6.580371345,0,0,20000000,16722436.427157192
315,13104-667,15,7,20,6.580371345,0,0,21000000,21293359.396523878
316,13104-668,33,10,20,6.580371345,0,0,23000000,8245862.630827419
317,13104-669,12,5,20,6.580371345,0,0,22000000,24991549.61641611
318,13104-670,11,3,145,6.580371345,0,0,110000000,120807079.85858801
319,13104-671,11,4,125,6.580371345,0,0,110000000,104874784.38169289
320,13104-672,18,3,20,6.580371345,0,0,22000000,23689598.879069597
321,13104-673,13,5,20,6.580371345,0,0,24000000,24435978.398945138
322,13104-674,18,8,75,6.580371345,1,0,78000000,62936724.40669912
323,13104-675,12,5,20,6.580371345,0,0,27000000,24991549.61641611
324,13104-676,15,5,65,6.580371345,0,0,52000000,56887089.64860297
325,13104-678,18,8,80,6.580371345,0,0,73000000,63360579.03983767
326,13104-679,11,7,20,6.580371345,0,0,18000000,23515644.266407765
327,13104-680,12,7,20,6.580371345,0,0,13000000,22960073.04893679
328,13104-686,13,5,20,6.580371345,0,0,24000000,24435978.398945138
329,13104-687,18,8,75,6.580371345,1,0,55000000,62936724.40669912
330,13104-688,7,7,25,6.580371345,0,0,25000000,29467068.434580512
331,13104-689,13,5,20,6.580371345,0,0,24000000,24435978.398945138
332,13104-690,18,8,55,6.580371345,0,0,40000000,44714882.548393354
333,13104-691,18,9,20,6.580371345,1,0,17000000,20900453.84178196
334,13104-692,13,5,20,6.580371345,0,0,24000000,24435978.398945138
335,13104-693,47,7,30,6.580371345,1,0,16000000,14278643.699180834
336,13104-694,42,9,30,6.580371345,0,0,15000000,11719738.55390606
337,13104-695,21,7,15,6.580371345,0,0,13000000,14230792.793409187
338,13104-696,18,8,70,6.580371345,0,0,39000000,55902300.44325995
339,13104-697,41,4,50,6.580371345,1,0,34000000,35575843.0483811
340,13104-698,18,9,15,6.580371345,1,0,17000000,17171314.543493096
341,13104-702,18,9,15,6.580371345,0,0,15000000,13866029.878342785
342,13104-703,10,5,45,6.580371345,0,0,38000000,44748388.54280238
343,13104-704,41,4,55,6.580371345,1,0,30000000,39304982.346669964
344,13104-705,18,8,75,6.580371345,0,0,52000000,59631439.74154881
345,13104-706,33,9,20,6.580371345,0,0,12000000,9261600.91456708
346,13104-707,12,6,20,6.580371345,0,0,20000000,23975811.33267645
347,13104-708,11,3,145,6.580371345,0,0,120000000,120807079.85858801
348,13104-709,13,5,20,6.580371345,0,0,23000000,24435978.398945138
349,13104-711,13,6,80,9.492733962,0,1,60000000,68169911.69467184
350,13104-712,4,6,60,9.492733962,0,1,75000000,58253495.45875514
351,13104-713,13,6,30,9.492733962,0,1,33000000,30878518.711783208
352,13104-715,32,10,15,9.492733962,0,1,11000000,5072294.550009526
353,13104-716,13,6,55,9.492733962,0,1,51000000,49524215.20322753
354,13104-717,13,6,55,9.492733962,1,1,51000000,52829499.86837784
355,13104-719,13,6,55,9.492733962,0,1,48000000,49524215.20322753
356,13104-720,25,10,15,9.492733962,0,1,14000000,8961293.072306328
357,13104-721,13,6,60,9.492733962,1,1,50000000,56558639.16666671
358,13104-725,15,6,75,9.492733962,0,1,76000000,63329629.96144104
359,13104-771,17,8,25,7.768447716,1,0,23000000,26200902.641281452
360,13104-772,13,8,20,7.768447716,0,0,21000000,21388763.54772616
361,13104-773,15,8,25,7.768447716,0,0,27000000,24006760.411073085
362,13104-774,17,8,20,7.768447716,1,0,19000000,22471763.34299259
363,13104-775,10,9,15,7.768447716,0,0,24000000,18310599.618110556
364,13104-776,10,9,20,7.768447716,0,0,24000000,22039738.91639942
365,13104-777,15,6,45,7.768447716,0,0,24000000,40954794.17170786
366,13104-778,2,9,25,7.768447716,0,0,31000000,30213447.954456054
367,13104-779,15,7,20,7.768447716,0,0,23000000,21293359.396523878
368,13104-780,2,9,20,7.768447716,0,0,31000000,26484308.65616719
369,13104-783,11,5,55,7.768447716,0,0,50000000,51651095.92190913
370,13104-784,47,10,55,7.768447716,0,0,39000000,26571840.67425587
371,13104-785,2,9,35,7.768447716,0,0,44000000,37671726.55103378
372,13104-786,2,8,25,7.768447716,0,0,33000000,31229186.23819571
373,13104-787,2,9,20,7.768447716,0,0,33000000,26484308.65616719
374,13104-788,2,9,40,7.768447716,0,0,43000000,41400865.84932265
375,13104-789,47,10,50,7.768447716,1,0,43000000,26147986.041117318
376,13104-791,22,7,15,7.768447716,0,0,19000000,13675221.575938217
377,13104-792,1,7,25,7.768447716,0,0,34000000,32800495.73940634
378,13104-793,1,6,25,7.768447716,0,0,34000000,33816234.023146
379,13104-794,1,6,25,7.768447716,0,0,35000000,33816234.023146
380,13104-797,2,9,25,7.768447716,0,0,34000000,30213447.954456054
381,13104-798,13,8,20,7.768447716,0,0,20000000,21388763.54772616
382,13104-799,13,8,20,7.768447716,0,0,22000000,21388763.54772616
383,13104-801,2,9,20,7.768447716,0,0,31000000,26484308.65616719
384,13104-802,2,9,20,7.768447716,0,0,31000000,26484308.65616719
385,13104-803,47,10,55,7.768447716,0,0,32000000,26571840.67425587
386,13104-807,17,7,20,7.768447716,0,0,19000000,20182216.961581934
387,13104-808,23,10,45,7.768447716,0,0,36000000,32447271.296981454
388,13104-809,22,5,15,7.768447716,0,0,18000000,15706698.143417533
389,13104-810,48,6,45,7.768447716,1,0,37000000,25926228.66031611
390,13104-811,22,5,15,7.768447716,1,0,15000000,19011982.808567844
391,13104-812,11,5,60,7.768447716,1,0,57000000,58685519.88534831
392,13104-813,19,10,60,7.768447716,0,0,39000000,45856974.061731935
393,13104-817,15,6,20,7.768447716,0,0,15000000,22309097.680263538
394,13104-818,15,7,25,7.768447716,0,0,26000000,25022498.69481274
395,13104-820,15,7,20,7.768447716,0,0,17000000,21293359.396523878
396,13104-821,47,10,50,7.768447716,0,0,27000000,22842701.375967003
397,13104-822,22,5,20,7.768447716,1,0,17000000,22741122.106856707
398,13104-823,24,5,15,7.768447716,0,0,18000000,14595555.70847559
399,13104-825,19,6,70,7.768447716,1,0,66000000,60683490.4584186
400,13104-826,23,6,15,7.768447716,0,0,15000000,14135388.642206904
401,13104-827,15,6,20,7.768447716,0,0,19000000,22309097.680263538
402,13104-828,16,9,20,7.768447716,0,0,22000000,18706311.611573588
403,13104-829,15,7,45,7.768447716,0,0,34000000,39939055.8879682
404,13104-830,22,6,20,7.768447716,0,0,18000000,18420099.157966737
405,13104-831,22,7,15,7.768447716,0,0,21000000,13675221.575938217
406,13104-833,47,10,55,7.768447716,1,0,38000000,29877125.339406185
407,13104-834,29,9,25,7.768447716,1,0,18000000,18518309.747890133
408,13104-835,15,7,20,7.768447716,1,0,20000000,24598644.06167419
409,13104-836,29,9,15,7.768447716,0,0,7300000,7754746.486162096
410,13104-837,4,10,70,7.768447716,0,0,63000000,61648820.92037423
411,13104-838,23,7,15,7.768447716,0,0,12000000,13119650.358467244
412,13104-840,23,10,35,7.768447716,0,0,24000000,24988992.700403724
413,13104-841,47,10,60,7.768447716,1,0,40000000,33606264.63769505
414,13104-845,15,7,20,7.768447716,0,0,21000000,21293359.396523878
415,13104-848,41,7,45,7.768447716,1,0,28000000,28799488.898873255
416,13104-849,10,9,20,7.768447716,0,0,23000000,22039738.91639942
417,13104-850,15,7,20,7.768447716,0,0,19000000,21293359.396523878
418,13104-851,22,5,20,7.768447716,0,0,12000000,19435837.441706397
419,13104-900,15,5,20,4.152266259,0,0,20000000,23324835.964003198
420,13104-901,15,5,20,4.152266259,0,0,22000000,23324835.964003198
421,13104-903,15,5,20,4.152266259,0,0,21000000,23324835.964003198
422,13104-1055,34,4,45,2.983801459,1,0,44000000,35735702.272389024
423,13104-1056,41,3,30,2.983801459,0,0,27000000,18369739.473814987
424,13104-1057,41,3,30,2.983801459,0,0,19000000,18369739.473814987
425,13104-1058,41,3,30,2.983801459,1,0,20000000,21675024.138965297
426,13104-1059,41,3,30,2.983801459,0,0,20000000,18369739.473814987
427,13104-1060,41,3,20,2.983801459,0,0,14000000,10911460.877237257
428,13104-1061,34,4,20,2.983801459,1,0,17000000,17090005.78094471
429,13104-1062,41,3,20,2.983801459,1,0,17000000,14216745.542387567
430,13104-1063,41,3,20,2.983801459,0,0,11000000,10911460.877237257
431,13104-1064,41,3,20,2.983801459,0,0,11000000,10911460.877237257
432,13104-1065,41,3,20,2.983801459,1,0,7500000,14216745.542387567
433,13104-1066,41,3,55,2.983801459,1,0,48000000,40320720.63040962
434,13104-1067,41,3,30,2.983801459,0,0,20000000,18369739.473814987
435,13104-1068,41,3,25,2.983801459,0,0,17000000,14640600.17552612
436,13104-1069,41,3,30,2.983801459,1,0,17000000,21675024.138965297
437,13104-1070,41,3,55,2.983801459,0,0,28000000,37015435.965259306
438,13104-1082,14,10,80,2.983801459,0,0,91000000,63551387.34224225
439,13104-1083,13,9,20,2.983801459,0,0,23000000,20373025.263986506
440,13104-1084,4,6,25,2.983801459,0,0,26000000,32149520.370733086
441,13104-1085,4,6,25,2.983801459,0,0,29000000,32149520.370733086
442,13104-1088,17,6,20,2.983801459,0,0,23000000,21197955.245321594
443,13104-1089,14,10,65,2.983801459,0,0,63000000,52363969.447375655
444,13104-1090,7,7,25,2.983801459,0,0,33000000,29467068.434580512
445,13104-1091,40,10,50,2.983801459,1,0,43000000,30036984.563414115
446,13104-1093,13,9,15,2.983801459,0,0,22000000,16643885.96569764
447,13104-1095,14,10,75,2.983801459,0,0,84000000,59822248.04395338
448,13104-1096,14,10,25,2.983801459,0,0,24000000,22530855.06106474
449,13104-1097,13,9,20,2.983801459,0,0,18000000,20373025.263986506
450,13104-1098,39,11,50,2.983801459,1,0,47000000,29576817.49714543
451,13104-1099,13,9,40,2.983801459,0,0,37000000,35289582.45714196
